EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,ION_PRESSURE_nPa,DEL_TIME_ms
2014-02-19T01:18:30.214Z,0.488733,13995.099
2014-02-19T01:20:18.725Z,0.514296,13173.333
2014-02-19T01:21:45.035Z,0.547680,13138.100
2014-02-19T01:23:31.937Z,0.595050,7837.5010
2014-02-19T01:25:05.018Z,0.572448,14711.599
2014-02-19T01:26:45.079Z,0.642732,13172.324
2014-02-19T01:28:23.601Z,0.682438,14677.500
2014-02-19T01:29:59.937Z,0.598731,13714.300
2014-02-19T01:31:40.645Z,0.583772,13172.198
2014-02-19T01:33:17.627Z,0.610404,14711.599
2014-02-19T01:35:01.589Z,0.585938,13995.101
2014-02-19T01:36:36.210Z,0.573761,13172.351
2014-02-19T01:38:14.732Z,0.489594,14677.500
2014-02-19T01:39:56.333Z,0.577694,7014.5845
2014-02-19T01:41:37.934Z,0.544136,13172.351
2014-02-19T01:43:10.298Z,0.536401,13172.198
2014-02-19T01:44:48.820Z,0.574591,13172.198
2014-02-19T01:46:27.342Z,0.553386,13172.351
2014-02-19T01:48:07.544Z,0.564994,13138.101
2014-02-19T01:49:44.385Z,0.551060,13172.198
2014-02-19T01:51:26.809Z,0.562973,13995.101
2014-02-19T01:53:02.252Z,0.528728,13995.099
2014-02-19T01:54:39.951Z,0.511217,13172.198
2014-02-19T01:56:21.552Z,0.549181,7014.6821
2014-02-19T01:58:00.896Z,0.717130,13995.101
2014-02-19T01:59:35.517Z,0.551685,13172.200
2014-02-19T02:01:14.039Z,0.562233,13172.200
2014-02-19T02:02:52.561Z,0.568730,13172.349
2014-02-19T02:04:31.083Z,0.582970,13172.200
2014-02-19T02:06:06.524Z,0.585001,13172.167
2014-02-19T02:07:45.047Z,0.628298,13172.351
2014-02-19T02:09:24.607Z,-1.00000e+31,9999000.0
2014-02-19T02:10:56.607Z,-1.00000e+31,9999000.0
2014-02-19T02:12:28.608Z,-1.00000e+31,9999000.0
2014-02-19T02:14:20.675Z,0.604132,14711.767
2014-02-19T02:15:32.607Z,-1.00000e+31,9999000.0
2014-02-19T02:17:37.718Z,0.612297,14711.737
2014-02-19T02:19:19.459Z,0.653419,13138.101
2014-02-19T02:20:50.143Z,0.544092,13172.200
2014-02-19T02:22:31.744Z,0.581439,13172.198
2014-02-19T02:24:10.266Z,0.606909,13172.351
2014-02-19T02:25:48.788Z,0.557627,13172.198
2014-02-19T02:27:27.310Z,0.614904,13172.198
2014-02-19T02:29:08.911Z,0.622165,7014.6821
2014-02-19T02:30:50.512Z,0.576463,13172.200
2014-02-19T02:32:19.796Z,0.586909,13172.167
2014-02-19T02:33:58.320Z,0.637754,13172.351
2014-02-19T02:35:36.840Z,0.617856,13172.198
2014-02-19T02:37:13.823Z,0.576102,14711.599
2014-02-19T02:38:56.962Z,0.601105,13172.200
2014-02-19T02:40:30.150Z,0.593697,13995.099
2014-02-19T02:42:14.006Z,0.605737,13172.200
2014-02-19T02:43:49.451Z,0.595660,13172.324
2014-02-19T02:45:31.050Z,0.595962,7014.6001
2014-02-19T02:47:12.652Z,0.577333,13172.200
2014-02-19T02:48:45.015Z,0.546801,13172.198
2014-02-19T02:50:23.539Z,0.562991,13172.351
2014-02-19T02:52:00.519Z,0.546764,14711.599
2014-02-19T02:53:42.121Z,0.546396,14711.599
2014-02-19T02:55:20.643Z,0.546414,14711.599
2014-02-19T02:56:59.165Z,0.587994,14711.767
2014-02-19T02:58:36.970Z,0.634763,13995.067
2014-02-19T03:00:17.748Z,0.605308,13172.200
2014-02-19T03:01:56.270Z,0.664268,7014.6821
2014-02-19T03:03:35.615Z,0.605388,13995.101
2014-02-19T03:05:08.696Z,0.616934,14711.599
2014-02-19T03:06:48.756Z,0.599985,13172.349
2014-02-19T03:08:22.661Z,0.623887,14711.599
2014-02-19T03:10:24.238Z,1.48006,14712.724
2014-02-19T03:11:53.523Z,1.61411,8555.0000
2014-02-19T03:13:21.304Z,1.51555,13138.101
2014-02-19T03:14:52.269Z,1.68796,14537.000
2014-02-19T03:16:33.872Z,1.71772,14537.151
2014-02-19T03:18:10.712Z,1.49248,13138.100
2014-02-19T03:19:47.013Z,1.57878,16792.900
2014-02-19T03:21:29.260Z,1.38293,14712.600
2014-02-19T03:23:04.057Z,1.41620,13714.225
2014-02-19T03:24:47.879Z,1.62196,13138.101
2014-02-19T03:26:21.101Z,1.52091,13714.100
2014-02-19T03:28:15.838Z,1.44417,8379.4824
2014-02-19T03:29:41.223Z,1.58512,13714.099
2014-02-19T03:31:22.753Z,1.43957,13995.251
2014-02-19T03:33:02.168Z,1.50250,14537.000
2014-02-19T03:34:37.611Z,1.53720,14537.000
2014-02-19T03:36:18.390Z,1.37262,13714.224
2014-02-19T03:37:54.655Z,1.44417,14537.000
2014-02-19T03:39:32.355Z,1.46540,13714.099
2014-02-19T03:41:06.940Z,1.30238,13138.100
2014-02-19T03:42:49.398Z,1.27455,13714.251
2014-02-19T03:44:40.235Z,1.39332,7556.4990
2014-02-19T03:46:06.442Z,1.38866,13714.099
2014-02-19T03:47:41.885Z,1.50697,13714.099
2014-02-19T03:49:17.257Z,1.32996,13995.225
2014-02-19T03:50:58.929Z,1.53372,13714.099
2014-02-19T03:52:37.451Z,1.41522,13714.251
2014-02-19T03:54:14.433Z,1.60345,15253.499
2014-02-19T03:55:54.495Z,1.49662,13714.099
2014-02-19T03:57:33.017Z,1.34437,13714.251
2014-02-19T03:59:12.361Z,1.54523,14537.000
2014-02-19T04:01:02.375Z,1.58134,7556.4990
2014-02-19T04:02:29.404Z,1.61858,14537.125
2014-02-19T04:04:04.847Z,1.55504,14537.000
2014-02-19T04:05:43.369Z,1.69083,14537.000
